kpoints,lattice_parameter,max_revision,path,revision_number,variable_list,job_state,elec_energy
888,3.58,1,data/02-888/71-3p58/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.58}]",,-13678.703576992959
888,3.584,1,data/02-888/72-3p584/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.584}]",,-13678.685815373625
888,3.588,1,data/02-888/73-3p588/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.588}]",,-13678.667373673748
888,3.592,1,data/02-888/74-3p592/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.592}]",,-13678.647263439769
888,3.596,1,data/02-888/75-3p596/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.596}]",,-13678.628884394107
888,3.6,1,data/02-888/76-3p6/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.6}]",,-13678.608684634672
888,3.604,1,data/02-888/77-3p604/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.604}]",,-13678.585209712932
888,3.608,1,data/02-888/78-3p608/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.608}]",,-13678.565119683406
888,3.612,1,data/02-888/79-3p612/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.612}]",,-13678.546151103086
888,3.616,1,data/02-888/80-3p616/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.616}]",,-13678.524250904198
888,3.62,1,data/02-888/81-3p62/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.62}]",,-13678.498303828128
888,3.624,1,data/02-888/82-3p624/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.624}]",,-13678.479041364852
888,3.628,1,data/02-888/83-3p628/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.628}]",,-13678.451568546416
888,3.632,1,data/02-888/84-3p632/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.632}]",,-13678.428270838822
888,3.636,1,data/02-888/85-3p636/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.636}]",,-13678.40603995358
888,3.64,1,data/02-888/86-3p64/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.64}]",,-13678.379386742065
888,3.644,1,data/02-888/87-3p644/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.644}]",,-13678.356498633842
888,3.648,1,data/02-888/88-3p648/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.648}]",,-13678.334135433237
888,3.652,1,data/02-888/89-3p652/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.652}]",,-13678.305598921765
888,3.656,1,data/02-888/90-3p656/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.656}]",,-13678.28017675331
888,3.66,1,data/02-888/91-3p66/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.66}]",,-13678.256342165087
888,3.664,1,data/02-888/92-3p664/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.664}]",,-13678.229793989522
888,3.668,1,data/02-888/93-3p668/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.668}]",,-13678.202834513868
888,3.672,1,data/02-888/94-3p672/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.672}]",,-13678.175313395228
888,3.676,1,data/02-888/95-3p676/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.676}]",,-13678.147673294805
888,3.68,1,data/02-888/96-3p68/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.68}]",,-13678.119293316824
888,3.684,1,data/02-888/97-3p684/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.684}]",,-13678.090926400308
888,3.688,1,data/02-888/98-3p688/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.688}]",,-13678.062346486675
888,3.692,1,data/02-888/99-3p692/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.692}]",,-13678.033259148742
888,3.696,1,data/02-888/100-3p696/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.696}]",,-13678.003853573657
888,3.7,1,data/02-888/101-3p7/,1,"[{'property': u'kpoints', 'value': u'888'}, {'property': u'lattice_parameter', 'value': 3.7}]",,-13677.974310172907
