adsorbate,max_revision,path,revision_number,site,spinpol,variable_list,elec_energy,atom_type_num_dict,init_atoms,atoms_object
ooh,1,data/01-ooh/01-ontop-ontop/01-True/,1,ontop-ontop,True,"[{'property': u'adsorbate', 'value': u'ooh'}, {'property': u'site', 'value': u'ontop-ontop'}, {'property': u'spinpol', 'value': True}]",-32621.856227894026,"[{'H': 1, 'C': 6, 'Fe': 9, 'O': 2}]","Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...))","[Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...))]"
ooh,1,data/01-ooh/01-ontop-ontop/02-False/,1,ontop-ontop,False,"[{'property': u'adsorbate', 'value': u'ooh'}, {'property': u'site', 'value': u'ontop-ontop'}, {'property': u'spinpol', 'value': False}]",-32620.22660457522,"[{'H': 1, 'C': 6, 'Fe': 9, 'O': 2}]","Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...))","[Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...)), Atoms(symbols='Fe9C6O2H', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 28.011545140383358]], initial_magmoms=..., tags=..., constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5]), calculator=SinglePointCalculator(...))]"
