Job,job_type,overlayer_pos,path,revision_number,spinpol,system,elec_energy,pdos_data,gibbs_correction,atom_type_num_dict,init_atoms,atoms_object
<dft_job_automat.job_setup.Job object at 0x7fa4818dc390>,bare_slab,,/mnt/c/Users/raul_desktop/Dropbox/01_acad_folder/01_grad_school/01_norskov/04_comp_clusters/00_scripts/__temp__/10_Job_single_dirs/data/graphene/_1,1,False,graphene,-947.901170324973,"(array([-15.0004, -14.9904, -14.9804, ...,  14.9896,  14.9996,  15.0096]), array([0.85 , 0.879, 0.911, ..., 3.37 , 3.39 , 3.41 ]), [{'p': array([[6.37e-02, 6.58e-02, 6.82e-02, ..., 5.31e-02, 5.40e-02, 5.52e-02],
       [6.60e-15, 6.85e-15, 7.14e-15, ..., 7.27e-04, 7.43e-04, 7.60e-04],
       [3.21e-02, 3.32e-02, 3.44e-02, ..., 2.84e-02, 2.90e-02, 2.96e-02],
       [3.16e-02, 3.26e-02, 3.38e-02, ..., 2.40e-02, 2.43e-02, 2.48e-02]]), 's': array([[0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429],
       [0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429]])}, {'p': array([[6.37e-02, 6.58e-02, 6.82e-02, ..., 5.30e-02, 5.40e-02, 5.51e-02],
       [6.49e-15, 6.74e-15, 7.02e-15, ..., 7.27e-04, 7.43e-04, 7.60e-04],
       [3.21e-02, 3.32e-02, 3.44e-02, ..., 2.84e-02, 2.89e-02, 2.96e-02],
       [3.16e-02, 3.26e-02, 3.38e-02, ..., 2.40e-02, 2.43e-02, 2.48e-02]]), 's': array([[0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429],
       [0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429]])}, {'p': array([[6.37e-02, 6.58e-02, 6.82e-02, ..., 5.31e-02, 5.40e-02, 5.52e-02],
       [6.56e-15, 6.82e-15, 7.10e-15, ..., 7.27e-04, 7.43e-04, 7.60e-04],
       [3.16e-02, 3.26e-02, 3.38e-02, ..., 2.38e-02, 2.42e-02, 2.47e-02],
       [3.21e-02, 3.32e-02, 3.44e-02, ..., 2.85e-02, 2.91e-02, 2.97e-02]]), 's': array([[0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0428],
       [0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0428]])}, {'p': array([[6.37e-02, 6.58e-02, 6.81e-02, ..., 5.31e-02, 5.40e-02, 5.52e-02],
       [6.46e-15, 6.71e-15, 6.99e-15, ..., 7.27e-04, 7.43e-04, 7.60e-04],
       [3.16e-02, 3.26e-02, 3.38e-02, ..., 2.38e-02, 2.42e-02, 2.47e-02],
       [3.21e-02, 3.32e-02, 3.44e-02, ..., 2.85e-02, 2.91e-02, 2.97e-02]]), 's': array([[0.0761, 0.0787, 0.0817, ..., 0.0417, 0.0422, 0.0429],
       [0.0761, 0.0787, 0.0817, ..., 0.0417, 0.0422, 0.0429]])}, {'p': array([[6.37e-02, 6.58e-02, 6.82e-02, ..., 5.31e-02, 5.40e-02, 5.52e-02],
       [6.47e-15, 6.73e-15, 7.00e-15, ..., 7.27e-04, 7.43e-04, 7.60e-04],
       [3.18e-02, 3.29e-02, 3.41e-02, ..., 2.63e-02, 2.67e-02, 2.73e-02],
       [3.18e-02, 3.29e-02, 3.41e-02, ..., 2.60e-02, 2.65e-02, 2.71e-02]]), 's': array([[0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429],
       [0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429]])}, {'p': array([[6.37e-02, 6.58e-02, 6.82e-02, ..., 5.31e-02, 5.40e-02, 5.52e-02],
       [6.58e-15, 6.84e-15, 7.12e-15, ..., 7.27e-04, 7.43e-04, 7.60e-04],
       [3.18e-02, 3.29e-02, 3.41e-02, ..., 2.63e-02, 2.67e-02, 2.73e-02],
       [3.18e-02, 3.29e-02, 3.41e-02, ..., 2.60e-02, 2.65e-02, 2.71e-02]]), 's': array([[0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429],
       [0.076 , 0.0787, 0.0816, ..., 0.0417, 0.0422, 0.0429]])}])",0.0,[{'C': 6}],"Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...))","[Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...)), Atoms(symbols='C6', pbc=[True, True, False], cell=[[4.254886157701519, 2.220446049250313e-16, 0.0], [2.12744307885076, 3.6848395027802776, 0.0], [0.0, 0.0, 10.0]], initial_magmoms=..., tags=..., calculator=SinglePointCalculator(...))]"
